Genre,Reports,Processed_Reports,Age,Year,Gender,Nationality,Gpa_Label,Char_Count,Word_Count,Average_Word_Length,Average_Sentence_Length,Sentiment_Score,Subjectivity_Score,Sentiment_Label,Cluster,Emotion_Scores,Emotion_Polarity,Emotion_Label,Gpa_Label_Num
Career opportunities,There seems to be a scarcity of available internships and job openings in my field of study.,seems scarcity available internship job opening field study,19,2,M,Soudan,D,59,8,6.5,59.0,0.4,0.4,Neutral,0,"(0.4, 0.4)",0.4,Positive,1
Career opportunities,There seems to be a scarcity of available internships and job openings in my field of study.,seems scarcity available internship job opening field study,16,5,M,Soudan,F,59,8,6.5,59.0,0.4,0.4,Neutral,0,"(0.4, 0.4)",0.4,Positive,0
Career opportunities,I'm having a hard time finding suitable job opportunities that align with my career goals.,hard time finding suitable job opportunity align career goal,16,5,F,Egypt,B,60,9,5.777777777777778,60.0,0.12916666666666668,0.6458333333333333,Positive,0,"(0.12916666666666668, 0.6458333333333333)",0.12916666666666668,Positive,3
Career opportunities,The lack of available networking opportunities makes it difficult to connect with professionals in my desired field.,lack available networking opportunity make difficult connect professional desired field,17,4,F,Egypt,C,87,10,7.8,87.0,9.25185853854297e-18,0.5,Neutral,0,"(9.25185853854297e-18, 0.5)",9.25185853854297e-18,Positive,2
Career opportunities,The professional development opportunities offered by the university are limited and not sufficient to meet the demands of the job market.,professional development opportunity offered university limited sufficient meet demand job market,18,4,M,Egypt,F,97,11,7.909090909090909,97.0,0.01428571428571429,0.12142857142857143,Neutral,0,"(0.01428571428571429, 0.12142857142857143)",0.01428571428571429,Positive,0
Career opportunities,I feel like I'm competing with too many students for the limited number of internship and job opportunities available.,feel like competing many student limited number internship job opportunity available,25,4,M,Egypt,F,84,11,6.7272727272727275,84.0,0.2761904761904762,0.34761904761904755,Neutral,0,"(0.2761904761904762, 0.34761904761904755)",0.2761904761904762,Positive,0
Career opportunities,"Despite my efforts, I'm struggling to find job openings that match my qualifications and experience.",despite effort struggling find job opening match qualification experience,23,4,F,Egypt,B,73,9,7.222222222222222,73.0,0.0,0.0,Neutral,0,"(0.0, 0.0)",0.0,Neutral,3
Career opportunities,The university needs to do more to provide networking opportunities for students to connect with alumni and other professionals.,university need provide networking opportunity student connect alumnus professional,16,5,M,Egypt,A,83,9,8.333333333333334,83.0,0.1,0.1,Neutral,0,"(0.1, 0.1)",0.1,Positive,4
Career opportunities,The career services office should offer more resources to help students navigate the job market and find suitable employment.,career service office offer resource help student navigate job market find suitable employment,24,4,M,Egypt,A,94,13,6.3076923076923075,94.0,0.55,0.75,Positive,0,"(0.55, 0.75)",0.55,Positive,4
Career opportunities,The lack of internships and job opportunities is making it difficult for me to gain practical experience in my field.,lack internship job opportunity making difficult gain practical experience field,16,4,F,Egypt,F,80,10,7.1,80.0,-0.5,1.0,Negative,0,"(-0.5, 1.0)",-0.5,Negative,0
Career opportunities,I feel like I'm at a disadvantage in the job market due to the limited professional development opportunities provided by the university.,feel like disadvantage job market due limited professional development opportunity provided university,18,4,M,Egypt,A,102,12,7.583333333333333,102.0,-0.03214285714285714,0.20595238095238091,Neutral,0,"(-0.03214285714285714, 0.20595238095238091)",-0.03214285714285714,Negative,4
Career opportunities,The university should offer more career fairs and networking events to help students connect with potential employers.,university offer career fair networking event help student connect potential employer,20,5,F,Egypt,D,85,11,6.818181818181818,85.0,0.35,0.95,Positive,0,"(0.35, 0.95)",0.35,Positive,1
Career opportunities,It's frustrating to constantly come across dead ends when searching for job opportunities in my field.,frustrating constantly come across dead end searching job opportunity field,16,4,F,Egypt,D,75,10,6.6,75.0,-0.20000000000000004,0.5444444444444444,Negative,0,"(-0.20000000000000004, 0.5444444444444444)",-0.20000000000000004,Negative,1
Career opportunities,"The competition for available internships and job openings is extremely high, making it even more difficult to secure employment.",competition available internship job opening extremely high making even difficult secure employment,27,4,M,Egypt,F,99,12,7.333333333333333,99.0,0.11500000000000002,0.635,Positive,0,"(0.11500000000000002, 0.635)",0.11500000000000002,Positive,0
Career opportunities,The university needs to offer more workshops and training programs to help students develop the necessary skills for the job market.,university need offer workshop training program help student develop necessary skill job market,26,5,M,Egypt,C,95,13,6.384615384615385,95.0,0.0,1.0,Neutral,0,"(0.0, 1.0)",0.0,Neutral,2
Career opportunities,The job search process has been extremely challenging and time-consuming due to the lack of available job opportunities.,job search process extremely challenging timeconsuming due lack available job opportunity,26,5,F,Egypt,F,89,11,7.181818181818182,89.0,0.25833333333333336,0.5916666666666667,Positive,0,"(0.25833333333333336, 0.5916666666666667)",0.25833333333333336,Positive,0
Career opportunities,The university should work to establish more partnerships with companies and organizations to increase the availability of internships and job openings.,university work establish partnership company organization increase availability internship job opening,24,4,F,Egypt,B,103,11,8.454545454545455,103.0,0.0,0.0,Neutral,0,"(0.0, 0.0)",0.0,Neutral,3
Career opportunities,I'm having trouble finding job opportunities that offer the pay and benefits I need to support myself financially.,trouble finding job opportunity offer pay benefit need support financially,21,4,M,Egypt,C,74,10,6.5,74.0,-0.1,0.1,Neutral,0,"(-0.1, 0.1)",-0.1,Negative,2
Career opportunities,The limited availability of job opportunities is causing me a great deal of stress and anxiety about my future career prospects.,limited availability job opportunity causing great deal stress anxiety future career prospect,27,5,F,Egypt,F,93,12,6.833333333333333,93.0,0.24285714285714288,0.33928571428571425,Neutral,2,"(0.24285714285714288, 0.33928571428571425)",0.24285714285714288,Positive,0
Career opportunities,The university should provide more resources for students to learn about job opportunities outside of their immediate area.,university provide resource student learn job opportunity outside immediate area,25,4,M,Egypt,F,80,10,7.1,80.0,0.0,0.05,Neutral,0,"(0.0, 0.05)",0.0,Neutral,0
Career opportunities,The lack of job opportunities is discouraging and makes me feel like I wasted my time and money on my education.,lack job opportunity discouraging make feel like wasted time money education,23,4,M,Egypt,D,76,11,6.0,76.0,-0.2,0.0,Neutral,0,"(-0.2, 0.0)",-0.2,Negative,1
Career opportunities,It's frustrating to have limited options when it comes to finding a job in my desired field of work.,frustrating limited option come finding job desired field work,19,5,M,Egypt,D,62,9,6.0,62.0,-0.2357142857142857,0.5214285714285715,Negative,0,"(-0.2357142857142857, 0.5214285714285715)",-0.2357142857142857,Negative,1
Career opportunities,The university should provide more resources to help students develop the necessary networking skills to succeed in the job market.,university provide resource help student develop necessary networking skill succeed job market,16,4,M,Egypt,C,94,12,6.916666666666667,94.0,0.0,1.0,Neutral,0,"(0.0, 1.0)",0.0,Neutral,2
Career opportunities,The scarcity of job opportunities is a major barrier to achieving my career goals and aspirations.,scarcity job opportunity major barrier achieving career goal aspiration,19,4,F,Egypt,F,71,9,7.0,71.0,0.0625,0.5,Neutral,0,"(0.0625, 0.5)",0.0625,Positive,0
Career opportunities,I'm finding it difficult to secure a job due to the limited number of available opportunities in my field of study.,finding difficult secure job due limited number available opportunity field study,18,5,F,Egypt,B,81,11,6.454545454545454,81.0,0.02071428571428573,0.5035714285714286,Positive,0,"(0.02071428571428573, 0.5035714285714286)",0.02071428571428573,Positive,3
Career opportunities,The university should provide more resources to help students create and maintain professional connections in their desired field of work.,university provide resource help student create maintain professional connection desired field work,18,4,F,Egypt,F,99,12,7.333333333333333,99.0,0.1,0.1,Neutral,0,"(0.1, 0.1)",0.1,Positive,0
Career opportunities,The lack of available internships and job opportunities is causing me to reconsider my career path.,lack available internship job opportunity causing reconsider career path,25,5,F,Egypt,A,72,9,7.111111111111111,72.0,0.4,0.4,Neutral,0,"(0.4, 0.4)",0.4,Positive,4
Career opportunities,It's challenging to stay motivated and optimistic when there are so few job opportunities available.,challenging stay motivated optimistic job opportunity available,17,4,M,Egypt,D,63,7,8.142857142857142,63.0,0.45,0.7,Positive,0,"(0.45, 0.7)",0.45,Positive,1
Career opportunities,The university should provide more guidance and support to students as they navigate the job search process.,university provide guidance support student navigate job search process,18,5,F,Egypt,C,71,9,7.0,71.0,0.0,0.0,Neutral,0,"(0.0, 0.0)",0.0,Neutral,2
Career opportunities,The limited number of job opportunities is making it difficult for me to build a successful career after graduation.,limited number job opportunity making difficult build successful career graduation,25,4,M,Egypt,D,82,10,7.3,82.0,0.059523809523809534,0.6976190476190475,Positive,0,"(0.059523809523809534, 0.6976190476190475)",0.059523809523809534,Positive,1
Career opportunities,The university needs to work on expanding its network of potential employers and job opportunities for students.,university need work expanding network potential employer job opportunity student,18,5,F,Egypt,B,81,10,7.2,81.0,0.0,1.0,Neutral,0,"(0.0, 1.0)",0.0,Neutral,3
Career opportunities,"The university does not provide enough opportunities for internships or jobs in my field of study, making it difficult to gain practical experience.",university provide enough opportunity internship job field study making difficult gain practical experience,22,4,M,Egypt,B,107,13,7.3076923076923075,107.0,-0.25,0.75,Negative,0,"(-0.25, 0.75)",-0.25,Negative,3
